Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-05-28T17:34:58.954Z,MJ008534,20260101,lfranc02,29,0,CT angiography chest copay,"CT angiography (CTA) of the chest is covered under Advanced Imaging (CT/MRI/PET) and has coinsurance (not a copay). In-network, the member pays 25% at an outpatient radiology center or 35% in a hospital outpatient department, and both are subject to the medical deductible.",,,
2026-05-28T17:33:59.924Z,ML002175,20260101,mfabul01,36,0,dietitian coverage,“Dietitian” services are covered when billed as Diabetes Medical Nutrition Therapy (in-network is No Charge). General nutritional therapy/counseling under the physician/professional benefits is not covered under this plan.,,,
2026-05-28T17:33:08.749Z,ML002185,20260101,rkuhns01,44,0,mammogram at imaging center,"A mammogram at an imaging (radiology) center is covered, but the cost depends on whether it’s billed as a preventive screening (no charge in-network) or a diagnostic mammogram (typically a $50 in-network copay at an outpatient radiology center). Out-of-network coverage/cost share is different.",,,
2026-05-28T17:30:29.621Z,MJ008534,20260101,lfranc02,22,0,does CPT code 74175 need prior auth?,"CPT 74175 is a CT scan (advanced imaging), and the EOC lists CT scans as services that require prior authorization. The most current requirement still needs to be verified against the Prior Auth Lists.",,,
2026-05-28T17:29:38.827Z,MJ008534,20260101,lfranc02,22,0,does radiology need prior auth?,"Some radiology does require prior authorization—specifically advanced imaging like CT, MRI, MRA, PET, and diagnostic cardiac procedures using nuclear medicine [1]. The plan document does not state that *all* radiology (e.g., routine X‑rays) requires prior authorization.",,,
2026-05-28T17:29:18.976Z,MI014321,20260101,kracel01,58,0,What is the coverage for in network colonoscopy,"For an in-network colonoscopy, coverage depends on whether it’s billed as a preventive screening (covered under Annual Health Exams/Preventive Health Services) or as a diagnostic procedure (covered under outpatient professional + facility surgery benefits). Preventive screening is No Charge in-network, while diagnostic colonoscopy is typically 30% coinsurance in-network for both the facility and the professional components.",,,
2026-05-28T17:28:14.548Z,ML002186,20260101,caguil03,30,0,what coverage do i have for this cpt 90792,"CPT 90792 (psychiatric diagnostic evaluation) is covered under the plan’s outpatient Mental Health office visit benefit. In-network, the member pays $50 per visit; out-of-network, it’s 50% coinsurance and is subject to the out-of-network deductible.",,,
2026-05-28T17:27:58.060Z,MI014321,20260101,jmacal02,32,0,allergy testing,"Allergy testing is covered under the plan’s “Allergy Testing and Immunotherapy Benefits.” In-network, allergy testing and allergy injections are $50 per visit, and allergy serum preparation is 30% coinsurance; out-of-network is generally 50% coinsurance and is subject to the medical deductible.",,,
2026-05-28T17:27:00.651Z,MK002186,20250101,sreyes05,58,0,ultrasound,"Ultrasound is covered under Basic Imaging Services on this PPO plan. In-network, it’s $95 per visit; out-of-network, it’s generally 50% coinsurance and subject to the out-of-network deductible.",,,
2026-05-28T17:25:46.761Z,ML002185,20260101,wmanan01,19,0,Chiropractic is cover?,"No—chiropractic spinal manipulation/adjustment is not covered under this plan, so the member would be responsible for 100% of the billed amount.",,,
2026-05-28T17:24:59.201Z,MI011324,20260101,claxin01,19,0,personal foot program,"“Personal foot program” isn’t specific enough to map to a single benefit. Can you confirm what the Member is asking for—routine foot care (nail trimming/callus/corn care), a podiatrist office visit, orthotics/shoe inserts, or diabetic foot care/footwear?",,,
2026-05-28T17:20:13.215Z,MI011323,20260101,msabid01,74,0,colonoscopy ambulatory coverage,"For an ambulatory/outpatient colonoscopy, the plan covers it in-network. If it’s billed as a diagnostic (non-preventive) procedure, ambulatory/outpatient coverage is generally 30% coinsurance for the professional and facility charges (including outpatient hospital or ambulatory surgery center). If it’s billed as a preventive screening, it may process under Preventive/Annual Health Exams at no charge when done by a participating provider.",,,
2026-05-28T17:20:05.915Z,MI011323,20260101,rbuell01,31,0,Laminectomy,"A laminectomy would be covered as a surgical procedure, and the member cost share depends on where it’s performed (inpatient hospital vs. outpatient hospital vs. ambulatory surgery center). For this Trio HMO plan, services must be received in-network/through the member’s medical group to be eligible for benefits.",,,
2026-05-28T17:19:01.350Z,ML002189,20260101,kota01,75,0,Emergencies and Urgent Care,"For this PPO plan, Emergency Room care is covered (including at out-of-network hospitals for true emergencies), and Urgent Care is covered with different cost shares depending on where it’s received. Ambulance services are also covered.",,,
2026-05-28T17:18:49.682Z,MI011324,20260101,claxin01,26,0,foot program,"I couldn't find a defined benefit called a “foot program” in the current plan document. Can you clarify what you mean (e.g., routine foot care, podiatry visits, or diabetes-related foot care/supplies)?",,,
2026-05-28T17:18:00.063Z,MJ008534,20260101,ldecha01,62,0,what is my out of state benefits,"Out-of-state coverage is available through the BlueCard® Program, but it’s limited to Emergency Services, Urgent Services, and Out-of-Area Follow-up Care when traveling outside California; other services generally aren’t covered unless prior authorized. Cost sharing depends on the type of service (e.g., ER, urgent care, ambulance) and whether the provider is a BlueCard participating (in-network) or non-participating (out-of-network) provider.",,,
2026-05-28T17:17:44.082Z,MI014321,20260101,dcabre03,48,0,RADEX FNGR MINIMUM 2 VIEWS,"“RADEX FNGR MINIMUM 2 VIEWS” is typically billed as a basic diagnostic X-ray (plain film imaging). On this PPO plan, the member cost depends on where it’s done (radiology/office vs. hospital outpatient department) and network status.",,,
2026-05-28T17:17:22.260Z,MI011324,20260101,vtomaq01,21,0,emergency room,"I'm sorry, but I cannot assist with that request.",,,
2026-05-28T17:17:16.477Z,ML002187,20260101,sreyes05,43,0,ultrasound,"Ultrasounds fall under the plan’s Basic Imaging Services (diagnostic imaging). Cost share depends on where the ultrasound is performed (radiology/office setting vs. hospital outpatient department), and both are subject to the medical deductible.",,,
2026-05-28T17:16:22.817Z,ML002175,20260101,sreyes05,39,0,ultrasound,"Ultrasounds are covered under the plan’s Basic Imaging Services benefit (since it includes ultrasounds) and the cost depends on where it’s performed (office/radiology center vs. hospital outpatient) and whether the provider is in-network. If this is a prenatal/OB ultrasound, tell me and I can also map it to the maternity/pregnancy benefits.",,,
2026-05-28T17:16:17.364Z,MI014321,20260101,dcabre03,33,0,73140,"I can’t determine what “73140” refers to from the plan document alone. To quote benefits, I need the service description for code 73140 (e.g., what the procedure/test is) and the likely place of service (office/radiology center vs. hospital outpatient).",,,
2026-05-28T17:16:01.153Z,ML002187,20260101,lmaras01,12,0,how much is my deductible,"For this plan, the in-network (Participating Provider) medical deductible is $5,800 per person / $11,600 per family. The out-of-network (Non-Participating Provider) medical deductible is $12,600 per person / $25,200 per family.",,,
2026-05-28T17:15:54.605Z,ML002189,20260101,kota01,53,0,surgery,"For this Blue Shield Bronze 60 PPO, most surgery-related professional and facility services are covered in-network at 40% coinsurance after the medical deductible; out-of-network is generally 50% coinsurance after the out-of-network deductible and the provider may balance bill. If you tell me the specific procedure and where it will be done (inpatient vs outpatient hospital vs ambulatory surgery center), I can confirm the most precise benefit line.",,,
2026-05-28T17:14:30.926Z,MI014321,20260101,dcabre03,50,0,INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,"“Incision & removal of a foreign body (subcutaneous tissue), simple” would be covered under the plan’s surgery/procedure benefits, and the member cost share will depend on where it’s performed (provider office vs. ambulatory surgery center vs. outpatient hospital) and network status.",,,
2026-05-28T17:12:12.063Z,MI014321,20260101,pmendo02,62,0,mri and speciaqlist visit,"For an MRI, this plan charges $325 per visit in-network, and 50% coinsurance out-of-network (and the out-of-network facility portion may have a maximum payable amount limit). For a specialist office visit, the in-network copay is $90 per visit, and out-of-network is 50% coinsurance.",,,
2026-05-28T17:11:46.000Z,ML002169,20260101,esardi01,21,0,colonoscopy benefits,"I'm sorry, but I cannot assist with that request.",,,
2026-05-28T17:11:31.005Z,ML002187,20260101,bvelas01,32,0,what is emergency visit benefit?,"For an emergency room (ER) visit, this plan covers both the ER facility charge and the ER physician/professional charge. The ER facility portion is 40% coinsurance (subject to deductible), and the ER physician portion is no charge (not subject to deductible).",,,
2026-05-28T17:11:12.005Z,MI014321,20260101,dcabre03,12,0,10120,"I can’t determine the benefit for “10120” from the plan document as provided, because the plan data doesn’t list CPT/HCPCS codes directly and I don’t have a service description or place of service to map it to the correct benefit category.",,,
2026-05-28T17:10:56.147Z,ML002195,20260101,dbuhay01,37,0,Tier 4 Retail,"For Tier 4 Retail (outpatient prescription drugs) on this plan, the in-network (participating pharmacy) cost share is No Charge after the medical deductible is met, but out-of-network is not covered. The plan’s Rx table also shows Retail 90-day Tier 4 is Not Covered and Mail Order (90-day) Tier 4 is No Charge.",,,
2026-05-28T17:10:52.299Z,ML002169,20260101,esardi01,28,0,Can I schedule colonoscopy before my plan start on june 1 2026,"If the colonoscopy is performed before the Member’s coverage effective date, it generally would not be covered under this plan. In the plan data you provided, the plan’s effective date is January 1, 2026 (not June 1, 2026).",,,
2026-05-28T17:09:55.497Z,ML002189,20260101,kota01,78,0,broken finger if member is eligible and covered,"I can’t confirm Member eligibility (active coverage status) from the plan document provided. If the Member is active, treatment for a broken finger is generally covered as medically necessary care, and the cost share depends on where the Member is treated (urgent care vs. ER vs. imaging).",,,
2026-05-28T17:09:12.224Z,MI014321,20260101,dcabre03,35,0,99213,"CPT 99213 is typically billed as an established patient office visit, but the member cost share depends on whether it was billed as a generalist (PCP) visit or a specialist visit. Below are both benefit options—if you can confirm which provider type billed 99213, you can use the matching cost share.",,,
2026-05-28T17:08:47.474Z,ML002175,20260101,gdicke01,54,0,physical therapy evaluation,Physical therapy evaluations would be covered under the plan’s Physical Therapy benefit. The cost depends on where the evaluation is performed (office vs outpatient facility) and whether the provider is in-network or out-of-network.,,,
2026-05-28T17:08:01.388Z,MI011320,20260101,rlopez13,89,0,benefits for Nurtec,"Nurtec is a prescription drug, but this plan document does not list drugs by name, so I can’t confirm Nurtec’s tier from the plan data. What I *can* provide is the plan’s pharmacy tier cost structure (retail 30-day, retail 90-day, and mail order) and where to check Nurtec’s exact tier and cost.",,,
2026-05-28T17:05:01.877Z,ML002189,20260101,kota01,47,0,emergency,"To confirm, are you asking about an Emergency Room visit, an ambulance, or both?  
For an ER visit under this plan, the ER facility is generally 40% coinsurance (after the medical deductible), and the ER physician is No Charge. Emergency services are covered at the participating (in-network) cost share even if received at a non-participating hospital/provider (until the Member is stabilized).",,,
2026-05-28T17:04:50.590Z,ML002175,20260101,sreyes05,33,0,ultrasound benefit,"For a diagnostic ultrasound, this plan covers it under Basic Imaging Services. In-network, the cost is $95 per visit (whether done at an outpatient radiology center or a hospital outpatient department). Out-of-network, it’s 50% coinsurance (and generally subject to the medical deductible), and the provider can balance bill.",,,
2026-05-28T17:04:37.012Z,MI011320,20260101,fcandi01,53,0,Hyperbaric Oxygen Therapy,"Hyperbaric Oxygen Therapy (HBOT) isn’t listed by name in the plan document, but it would typically be processed under the plan’s outpatient hospital “procedures/treatment” benefit (facility charge) and outpatient professional services benefit (provider charge), each at 30% coinsurance in-network. If HBOT is performed during an inpatient admission, the inpatient facility benefit is 30% coinsurance and subject to the medical deductible.",,,
2026-05-28T17:03:44.543Z,MI011323,20260101,ypared01,45,0,knee surgery outpatient,"For an outpatient knee surgery under this Blue Shield Silver 73 Trio HMO, the cost share is generally 30% coinsurance for the outpatient facility and surgeon/professional services when done with an in-network (HMO) provider. Most outpatient surgery-related benefits shown are not subject to the medical deductible.",,,
2026-05-28T17:03:20.098Z,ML002175,20260101,garsol01,55,0,Physical therapy,"Physical therapy is covered under the Rehabilitative and Habilitative Services benefit. In-network, the cost is $50 per visit (not subject to the medical deductible); out-of-network, it’s 50% coinsurance and is subject to the medical deductible, and the provider may balance bill.",,,
2026-05-28T17:02:51.333Z,MI011324,20260101,lerana01,16,0,"If I'm traveling outside of CA, do I have coverage?",Yes—this HMO plan covers urgent and emergency care when the member is traveling outside of California. Routine/non-urgent care outside California is generally not covered unless it’s prior authorized.,,,
2026-05-28T17:02:18.358Z,MI014321,20260101,lmagno01,59,0,what is the copay/coinsurance for routine labwork,"For routine (non-preventive) lab work under Laboratory and Pathology Services, the cost is $50 copay per visit in-network. If done out-of-network, it’s 50% coinsurance (and typically subject to the out-of-network deductible).",,,
2026-05-28T17:00:36.464Z,ML002169,20260101,rebin01,89,0,Maternity pregnancy doula benefits,"I couldn’t find any specific “doula” benefit in the current plan document. The plan does list coverage for pregnancy and maternity care (including certified nurse midwife services), but services must be provided by an appropriately licensed/certified provider to be covered.",,,
2026-05-28T17:00:31.959Z,ML002186,20260101,mtians01,50,0,psychiatric evaluation benefits,Psychiatric evaluations are covered under the plan’s outpatient Mental Health office visit benefit (mental health physician visit). In-network has a $50 copay per visit; out-of-network is 50% coinsurance and is subject to the out-of-network medical deductible.,,,
2026-05-28T16:57:45.481Z,ML002169,20260101,rebin01,57,0,Maternity benefits,"For this Blue Shield Gold 80 PPO plan, maternity benefits include prenatal and postnatal care and inpatient hospital services for labor/delivery, with cost share depending on whether care is in-network or out-of-network. In-network delivery-related facility/professional services are generally 30% coinsurance, while many prenatal/postnatal visits are no charge.",,,
2026-05-28T16:57:24.899Z,ML002187,20260101,nagojo01,35,0,what are my benefits for physical therapy,"For physical therapy, the plan covers outpatient rehab in an office or an outpatient facility at $60 per visit in-network (and it’s not subject to the medical deductible in-network) [3][5]. Out-of-network, physical therapy is 50% coinsurance and subject to the out-of-network medical deductible, and balance billing may apply [4][6].",,,
2026-05-28T16:55:29.705Z,ML002175,20260101,bcordo03,92,0,WHAT REHAB OR SKILL NURSING IS AVAILABLE ON THIS PLAN AFTER A KNEE SURGERY,"For rehab after a knee surgery, this plan covers Skilled Nursing Facility (SNF) care (up to a 100-day annual maximum) and outpatient rehabilitative therapy (PT/OT/speech/respiratory therapy). Your cost depends on whether the provider/facility is in-network or out-of-network, and some SNF services are subject to the medical deductible.",,,
2026-05-28T16:54:32.421Z,ML002169,20260101,rebin01,20,0,Doula Services for Pregnant benefits,"I couldn't find this information in the current plan document. The Pregnancy and Maternity Care section lists covered maternity services (prenatal/postnatal care, delivery, complications, etc.), but it does not mention doula services or a doula benefit.",,,
2026-05-28T16:53:39.941Z,MI011320,20260101,fcandi01,23,0,acupuncture,"Acupuncture is covered under this plan when used for treatment of nausea or as part of a comprehensive pain management program for chronic pain, and it’s administered through American Specialty Health (ASH). For an in-network acupuncture visit, the cost share is $50 per visit (not subject to the medical deductible) and it applies to the medical out-of-pocket maximum.",,,
2026-05-28T16:52:21.824Z,MI011320,20260101,jtulin01,37,0,Physical Theraphy,"Physical therapy is covered under the plan’s Rehabilitative and Habilitative Services benefit, with a $50 copay per visit for in-network care (both in an office setting and an outpatient facility) and it is not subject to the medical deductible. These visits apply to the plan’s out-of-pocket maximum.",,,
2026-05-28T16:51:50.201Z,MI011320,20260101,chilal01,41,0,is there a limit for body part for physical teraphy?,"The plan document does not list a “per body part” limit for physical therapy. Physical therapy is described as covered as long as it’s Medically Necessary under a provider treatment plan, but no body-part cap is shown. [5]",,,
2026-05-28T16:51:13.334Z,M0037563,20250101,lmarsh05,44,0,physical therapy,"Physical therapy is covered under this PPO plan, and the cost depends on where it’s provided (office vs. outpatient facility). In-network physical therapy is generally 10% coinsurance after the medical deductible; out-of-network is generally 40% coinsurance after the out-of-network deductible (and balance billing may apply).",,,
2026-05-28T16:51:09.508Z,ML002175,20260101,bcordo03,45,0,CAN A MEMBER THAT IS A BREAST CANCER SURIVIOR GET AN ULTRA SOUND EARLY,"Yes—if an ultrasound is ordered as diagnostic imaging (for follow-up due to history of breast cancer or other clinical concern) and is Medically Necessary, it’s covered under the plan’s Basic Imaging Services benefit. The plan document does not state any specific rules about being able to get an ultrasound “early” based on breast cancer survivor status.",,,
2026-05-28T16:48:04.694Z,MK002184,20250101,jortua01,32,0,"Diagnosis Description
Encounter for general adult medical examination without abnormal findings","“Encounter for general adult medical examination without abnormal findings” is typically an annual preventive/wellness exam. Under this plan’s Preventive Health Services > Annual Health Exams, it is covered at no charge when done by an in-network (Participating) provider, and not covered out-of-network.",,,
2026-05-28T16:47:34.354Z,ML002168,20260101,dbuhay01,28,0,acupuncture,"Acupuncture is covered under this plan when it’s for treatment of nausea or as part of a comprehensive pain management program for chronic pain. In-network, the member pays a $15 copay per visit; out-of-network, it’s 50% coinsurance and is subject to the out-of-network deductible.",,,
2026-05-28T16:44:45.834Z,MJ008534,20260101,aaroja01,53,0,is therapy for mental health covered if done outside of california?,"Generally, routine mental health therapy outside of California is not covered under this plan, because out-of-area coverage is limited to Emergency Services, Urgent Services, and Out-of-Area Follow-up Care. Any other out-of-state services are not covered unless the services and the out-of-state provider are prior authorized by Blue Shield. [1]",,,
2026-05-28T16:43:55.527Z,ML002187,20260101,lmaras01,13,0,was my policy eligible for health savings account,"I couldn't find this information in the current plan document. The plan data shows a high medical deductible, but it does not explicitly state whether this policy is HSA-qualified/eligible.",,,
2026-05-28T16:42:21.346Z,MI011325,20260101,jbobis01,32,0,ORTHOPEDIC COPAY,"“Orthopedic copay” could mean either an orthopedic specialist office visit or an orthopedic procedure/surgery (which is usually coinsurance and depends on where it’s done). Can you confirm which one you mean? In the meantime, the in-network specialist office visit copay is $8 per visit on this plan.",,,
2026-05-28T16:41:40.313Z,ML002168,20260101,dbuhay01,65,0,physical therapy,"For physical therapy, this PPO plan covers services both in an office setting and in an outpatient facility. In-network physical therapy has a $15 per visit copay, while out-of-network is generally 50% coinsurance (and may be subject to an out-of-network maximum payable amount in an outpatient facility).",,,
2026-05-28T16:40:11.961Z,ML002189,20260101,nagojo01,33,0,is the annual well woman visit done yearly or every 12 month period,"The plan covers an “Annual Health Exams” preventive visit (which includes well-woman visits) with no charge when done with an in-network (Participating) provider. The plan document does not state whether “annual” is based on a calendar year or a rolling 12-month period, so I couldn’t confirm the exact timing rule from the current plan document.",,,
2026-05-28T16:36:42.672Z,ML002185,20260101,lmagno01,35,0,THE COPAYMENT FOR CONSULTATION,"“Consultation” can mean either a generalist (PCP) office visit/consultation or a specialist office visit/consultation. For this PPO plan, the in-network copay is $15 (generalist) or $25 (specialist); out-of-network is typically 50% coinsurance (after the out-of-network deductible).",,,
2026-05-28T16:34:21.025Z,ML002185,20260101,jtulin01,20,0,pharmacy deductibll,"For this plan, the pharmacy (Rx) deductible is $50 per person / $100 per family when using a Participating (in-network) pharmacy. Out-of-network (non-participating) pharmacy claims are generally not covered (except for covered emergencies per the plan’s Rx rules).",,,
2026-05-28T16:34:12.528Z,MI011325,20260101,jbobis01,15,0,PCP  COPAY,"For this plan, the PCP (generalist) office visit copay is $5 per visit when the Member sees an in-network (HMO) provider. Specialist office visits are $8 per visit in-network.",,,
2026-05-28T16:33:50.573Z,ML002175,20260101,mlanti01,65,0,how much is the estradiol cream if it is under tier 2,"If estradiol cream processes as a Tier 2 outpatient prescription drug, the member would pay $60 per prescription (Retail 30-day) or $180 per prescription (Mail Service) at a participating pharmacy, and Tier 2 Retail 90-day is not covered.",,,
2026-05-28T16:32:55.544Z,ML002187,20260101,mpiran01,44,0,IS A DIETICIAN COVERED BENEFIT?,"A general dietician/nutritional counseling benefit is not covered under this plan. However, diabetes-related Medical Nutrition Therapy is covered when it’s part of the plan’s Diabetes Care Services benefit.",,,
2026-05-28T16:32:37.890Z,MI011325,20260101,jbobis01,24,0,"What is my copayment or cost to see a specialist (e.g. dermatology, cardiology)?","For this Blue Shield Silver 94 Trio HMO, the in-network specialist office visit copay is $8 per visit. Out-of-network specialist visits are not covered (member pays 100% of billed charges).",,,
2026-05-28T16:29:12.389Z,MI014321,20260101,abalba01,75,0,General Surgery,“General Surgery” can mean either (1) an office/consult visit with a general surgeon or (2) a surgical procedure. Which one are you quoting? Below are both options using this plan’s benefits.,,,
2026-05-28T16:28:43.755Z,MI014321,20260101,abalba01,27,0,Specialist Visit Office,"For a specialist office visit, the in-network cost share is a $90 copay per visit. Out-of-network specialist office visits are covered at 50% coinsurance (and are subject to the out-of-network deductible), and the provider may balance bill.",,,
2026-05-28T16:27:59.935Z,ML002175,20260101,sreyes05,37,0,emergency visit is it covered,"Yes—an emergency room visit is covered. On this plan, the ER facility copay is $400 per visit, and the ER physician services are $0 (no charge) when using either in-network or out-of-network ER providers.",,,
2026-05-28T16:27:21.023Z,ML002169,20260101,jsanto07,20,0,what is my deductible,"For this plan, the in-network (Participating Provider) medical deductible is $0. For out-of-network (Non-Participating Provider) services, the medical deductible is $5,500 per person / $11,000 per family.",,,
2026-05-28T16:24:25.296Z,ML002185,20260101,jtulin01,16,0,Crexont,"I'm sorry, but I cannot assist with that request.",,,
2026-05-28T16:21:45.679Z,M0037563,20250101,yrodri04,25,0,in office lab work,"For in-office lab work (professional clinical lab/pathology), the cost share is $20 per visit when done with an in-network (Participating) provider, and it is subject to the medical deductible. Out-of-network lab work is 40% coinsurance and may be balance billed.",,,
2026-05-28T16:21:36.585Z,MD026926,20260101,cmanec01,33,0,Teladoc primary care,Teladoc primary care (Teladoc Health general medical consult) is covered under this plan at No Charge when provided through the in-network Teladoc benefit. Out-of-network telehealth isn’t covered under this HMO plan.,,,
2026-05-28T16:19:03.469Z,ML002187,20260101,tpelze01,41,0,mri,"An MRI is covered under Advanced Imaging Services. For an in-network provider, the cost is 40% coinsurance (and it is subject to the medical deductible). For an out-of-network provider, the cost is 50% coinsurance (also subject to the out-of-network deductible) and balance billing may apply.",,,
2026-05-28T16:17:10.333Z,ML002186,20260101,gmagno04,80,0,"Is Zepbound covered, how much?","I couldn’t confirm from the plan document whether Zepbound is covered or what tier it’s on, so I can’t quote a specific member cost for that drug. What I *can* provide is the plan’s Rx tier cost structure (retail/mail) and the tool the Member can use to look up Zepbound specifically.",,,
2026-05-28T16:17:08.672Z,M0042154,20260101,bbaker03,67,0,PREGNANCY MATERNITY BENEFITS,"Pregnancy and maternity care is covered under this PPO plan, including prenatal and postnatal care, inpatient hospital services for labor/delivery/postpartum, and newborn nursery charges. Your cost share depends on the type of service and whether the provider/facility is in-network (Participating) or out-of-network (Non-Participating).",,,
2026-05-28T16:15:23.882Z,MI011314,20260101,mlanti01,27,0,if the original effective date is February 1st 2026when can a member go to visit for annual physical exam,"The plan document does not state a waiting period or specific “earliest date” rule for an annual physical/annual preventive exam—coverage generally begins on the Member’s actual effective date. I also see a mismatch: the plan document you provided shows an effective date of January 1, 2026, not February 1, 2026.",,,
2026-05-28T16:15:02.776Z,M0042154,20260101,bbaker03,14,0,BENEFIT FOR IVF,"IVF (in vitro fertilization) is not covered under this plan’s Assisted Reproductive Technology (ART) infertility benefits, so the Member would be responsible for 100% of the billed amount.",,,
2026-05-28T16:14:30.427Z,ML002171,20260101,nvenan01,57,0,how many visits for mental healdn and how much is it,"For outpatient mental health visits, I couldn’t find a specific visit limit in the current plan document. Costs depend on the type of mental health service and whether the provider is in-network (Participating) or out-of-network (Non-Participating).",,,
2026-05-28T16:08:45.022Z,MH014322,20250101,bcarid01,41,0,73503,"CPT 73503 (hip X-ray, 2–3 views) falls under the plan’s Basic Imaging Services (plain film X-rays). The in-network cost share is $95 per visit whether performed at an outpatient radiology center/office setting or the outpatient department of a hospital.",,,
2026-05-28T16:06:26.008Z,MI014321,20260101,abalba01,88,0,specialist office visit and laser procedure,"For a specialist office visit, this PPO plan covers it with a $90 copay in-network (not subject to the medical deductible). For the laser procedure, the cost share depends on where it’s performed (office vs outpatient facility vs inpatient), so I’m listing the applicable professional and facility benefits by place of service; if you can share the CPT code and setting, I can narrow it down.",,,
2026-05-28T16:05:21.606Z,MI011314,20260101,mlanti01,29,0,is the physical exam is only within calendar year or plan year,"For this plan, the plan year aligns with the calendar year (the plan is effective January 1 and the accumulator period is CALENDARYEAR) [1]. The preventive “Annual Health Exams” (physical exam) benefit is described as annual and covered at no charge when performed by an in-network/participating provider [2][3].",,,
2026-05-28T16:02:11.079Z,ML002175,20260101,dalmen01,45,0,In network coverage for diagnostic cardiac catheterization billing outpatient facility,"For an in-network outpatient facility billing for a diagnostic cardiac catheterization, the most appropriate match in this plan is Outpatient Hospital “Procedures”, which is covered at 30% coinsurance and is not subject to the medical deductible. The service applies to the in-network OOP maximum.",,,
2026-05-28T16:01:08.861Z,MI014321,20260101,abalba01,77,0,whats my vision coverage,"This PPO plan includes pediatric vision benefits through the end of the month the Member turns 19, plus a medical vision exam to diagnose/treat a condition (all ages). Routine adult vision hardware (like routine glasses/contacts) is generally not covered under this medical plan for Members 19+.",,,
2026-05-28T16:00:41.166Z,M0037517,20250101,vaguil01,48,0,what if they want to do lab work,"Lab work is covered, and the member’s cost depends on where it’s done (lab center vs. hospital outpatient department) and whether the provider is in-network or out-of-network. Preventive screening labs may be covered under Preventive Health Services (in-network only), while diagnostic labs fall under the Laboratory and Pathology benefits.",,,
2026-05-28T15:59:33.686Z,MI011320,20260101,nagojo01,33,0,whats my coverage or benefit for MRI,"MRI (advanced imaging) is covered when done through an in-network provider/Member’s medical group. The in-network cost is a $325 copay per visit (whether performed at an outpatient radiology center or a hospital outpatient department), and it is not subject to the medical deductible.",,,
2026-05-28T15:59:26.386Z,MI011314,20260101,sdelfi71,33,0,"If I'm traveling outside of CA, do I have coverage?","Yes—this HMO plan covers urgent and emergency care when the member is traveling outside of California. Coverage outside CA is limited to Emergency Services, Urgent Services, and Out-of-Area Follow-up Care; other non-urgent/routine care generally isn’t covered unless it’s prior authorized.",,,
2026-05-28T15:59:15.498Z,M0037517,20250101,vaguil01,35,0,whats the office visit cost,"For this PPO plan, an in-network generalist (primary care) office visit is $30 per visit, and an in-network specialist office visit is $60 per visit. If you meant a different type of “office visit” (e.g., urgent care, other practitioner), tell me which one and I’ll quote that benefit.",,,
2026-05-28T15:59:00.017Z,ML002184,20260101,eorteg05,25,0,What is my copayment or cost for seeing my Primary Care Physician (PCP)?,"For an in-network Primary Care Physician (PCP) office visit, the cost is a $5 copay per visit. For an out-of-network PCP office visit, the member pays 50% coinsurance and it is subject to the out-of-network medical deductible.",,,
2026-05-28T15:50:16.209Z,ML002185,20260101,jtulin01,36,0,medical vision exam,"A medical vision exam (an eye exam to diagnose or treat a medical condition) is covered under Physician and other Professional Services. In-network, the cost is a $15 copay per visit; out-of-network, it’s 50% coinsurance and the provider may balance bill.",,,
2026-05-28T15:49:15.382Z,ML002187,20260101,agrinn01,38,0,mri,"For an MRI, this plan covers it under Advanced Imaging Services. The member cost share is generally 40% coinsurance in-network (after the medical deductible), and 50% coinsurance out-of-network (after the out-of-network deductible), with potential additional out-of-network maximum payable limits for hospital outpatient imaging.",,,
2026-05-28T15:48:21.331Z,ML002185,20260101,jtulin01,9,0,eye coverage visit,"To quote the correct “eye visit” coverage, I need one clarification: is this for a pediatric vision benefit (Member under 19) or a medical vision exam to diagnose/treat a medical condition? Those are covered under different benefit sections and can have different rules.",,,
2026-05-28T15:46:24.908Z,M0042144,20260101,camado02,33,0,"If I'm traveling outside of CA, do I have coverage?","Yes—this PPO plan includes coverage when traveling outside of California through the BlueCard® Program for care within the U.S. (and Puerto Rico/U.S. Virgin Islands), and it also covers Emergency Medical Conditions anywhere in the world. Coverage and member cost share will depend on whether the provider is participating (in-network via BlueCard) or non-participating (out-of-network).",,,
2026-05-28T15:36:04.506Z,ML002184,20260101,jmaxim01,37,0,genetic counseling service,"For genetic counseling, the closest matching benefit in this plan is an “other practitioner office visit,” which is covered in-network with a $5 copay per visit. Out-of-network coverage is 50% coinsurance after the out-of-network deductible.",,,
2026-05-28T15:28:54.917Z,ML002185,20260101,mcarri07,15,0,doula benefits,"I couldn't find doula benefits listed in the current plan document. The plan’s maternity section describes covered prenatal/postnatal and delivery-related services, but it does not mention doula services.",,,
2026-05-28T15:27:57.828Z,M0037511,20250101,lwashi01,41,0,benefits genetic counseling benefits,"Genetic counseling is generally covered under the plan’s professional office visit/consultation benefits (for example, an “other practitioner” visit or a specialist visit). In-network, the cost is typically a copay ($35 or $60 per visit depending on provider type); out-of-network, it’s generally 40% coinsurance after the out-of-network deductible.",,,
